,id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,saleprice,log_saleprice,house_age,remod_age,cond_qual,kitchen,room_score,pool_score,fireplace,tot_garage,has_pool,log_lot_area,log_total_area,new_house,tot_bath_1,tot_bath_2,tot_bath_3,tot_bath_4,tot_bath_5,tot_bath_6,tot_bath_8,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,exterior_2nd_AsbShng,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,paved_drive_N,paved_drive_P,paved_drive_Y,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,bathtime,fire,garage_garage,bad_house,log_area,more_qual,double_cond_qual,hot_cold,bsmt_double
10,1044,527451290,160,21.0,1680,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,CompShg,HdBoard,BrkFace,232.0,3,3,3,3,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,3,1,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,4,Typ,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,0,7,2008,85400,11.355101379776661,37,37,30,3,8,0,0,792.0,0,7.426549072397305,7.908754738783246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,2376.0,1369,58.734755169128505,18,900,3,149769.0
11,2752,906380150,20,64.0,7488,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,CompShg,VinylSd,None,0.0,4,3,4,3,Av,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,5,1,SBrkr,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2005.0,RFn,2.0,632.0,3,3,105,58,0,0,0,0,0,0,0,0,2,2006,183600,12.120514757168527,1,1,35,4,12,0,0,3792.0,0,8.921057018157429,8.35608503102148,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,11376.0,1,74.54511101031441,28,1225,5,154449.0
12,807,906226060,70,120.0,26400,Pave,0,Reg,AllPub,FR2,Gtl,Feedr,Norm,1Fam,2Story,5,7,1880,2007,CompShg,HdBoard,None,0.0,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,Mod,1,3,Attchd,1900.0,Unf,2.0,576.0,3,3,0,0,0,0,0,0,0,0,0,0,6,2009,131000,11.782952602183288,129,2,35,3,28,0,3,3456.0,0,10.181119289134408,8.435549202375727,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,3,10368.0,258,85.88333269874988,20,1225,5,0.0
13,1177,533236070,160,24.0,2645,Pave,Pave,Reg,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,1999,2000,CompShg,MetalSd,BrkFace,456.0,4,3,4,3,No,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,5,1,SBrkr,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,Typ,0,0,Detchd,2000.0,Unf,2.0,480.0,3,3,169,0,0,0,0,0,0,0,0,0,12,2008,200000,12.206072645530174,9,8,40,4,21,0,0,2880.0,0,7.8804263442924,8.445482343862237,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,8640.0,72,66.5540015528283,32,1600,5,660969.0
14,1480,907418040,20,74.0,9627,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,CompShg,VinylSd,None,0.0,4,3,4,3,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,5,1,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2.0,610.0,3,3,0,50,0,0,0,0,0,0,0,0,6,2008,193000,12.170445467887022,1,1,35,4,18,0,0,3660.0,0,9.172326929777967,8.451694209183541,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,10980.0,1,77.52170239714269,28,1225,5,576.0
15,324,923202105,20,93.0,10114,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,2004,2005,CompShg,VinylSd,None,0.0,3,3,5,3,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,5,1,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2.0,624.0,3,3,0,0,0,0,0,0,0,0,0,0,3,2010,173500,12.063932878369052,6,5,25,4,21,0,0,3744.0,0,9.221675881639928,8.499843553081124,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,11232.0,30,78.38280229116084,15,625,5,0.0
16,1311,902301140,70,34.0,4571,Pave,Grvl,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,1916,1950,CompShg,AsbShng,None,0.0,3,3,3,3,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,2,0,SBrkr,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,Typ,0,0,Detchd,1916.0,Unf,3.0,513.0,2,2,0,0,96,0,0,0,0,0,0,0,5,2008,98000,11.49272275765271,92,58,25,3,28,0,0,3078.0,0,8.427487278331744,8.249313746260636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,6156.0,5336,69.5209866515787,15,625,0,0.0
17,770,905101490,20,80.0,8816,Pave,0,Reg,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,6,1963,1963,CompShg,VinylSd,None,0.0,3,3,3,3,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,3,1,SBrkr,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1963.0,Unf,2.0,480.0,3,3,0,80,0,0,0,0,0,MnPrv,0,0,6,2009,139000,11.842229212112828,46,46,30,3,15,0,0,2880.0,0,9.084323531392696,8.254008590564844,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,8640.0,2116,74.98208446758568,15,900,3,423801.0
18,2063,905107140,20,71.0,8197,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1977,1977,CompShg,Plywood,BrkFace,148.0,3,3,3,3,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,5,1,SBrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2.0,528.0,3,3,138,0,0,0,0,0,0,MnPrv,0,0,4,2007,143500,11.874090314181814,30,30,30,3,21,0,3,3168.0,0,9.011523512653032,8.231642179973411,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,3,9504.0,900,74.17963705257685,18,900,5,0.0
19,69,528458070,60,72.0,8640,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2009,2009,CompShg,VinylSd,None,0.0,3,3,4,3,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,5,1,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2009.0,Unf,2.0,614.0,3,3,169,45,0,0,0,0,0,0,0,0,6,2010,215200,12.279323107269766,1,1,35,4,21,0,0,3684.0,0,9.064157861798101,8.403800504061147,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,11052.0,1,76.17337440786869,21,1225,5,576.0
20,2062,905106150,20,109.0,8724,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,CompShg,VinylSd,None,0.0,3,3,4,3,No,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,4,1,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,Typ,1,1,Attchd,1968.0,Fin,2.0,450.0,3,3,0,0,0,0,0,0,0,0,0,0,5,2007,129000,11.76756768334381,39,39,25,3,15,0,1,2700.0,0,9.07383312732152,8.049427057110695,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,8100.0,1521,73.03915788676919,15,625,4,242064.0
21,351,527131030,120,40.0,5664,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,CompShg,CemntBd,None,0.0,4,3,4,3,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,5,1,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,Typ,1,5,Attchd,2000.0,Fin,2.0,499.0,3,3,212,59,0,0,0,0,0,0,0,0,10,2009,278000,12.535376392672774,9,9,40,5,10,0,5,2994.0,0,8.641885635373555,8.578852571802965,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,5,8982.0,81,74.13746280825153,32,1600,5,1340964.0
